"Link","ModelName","Access to nature","Affordability","Air quality","Bacteria","Biodiversity","Climate mitigation","Economic wellbeing","Flooding","Gray infrastructure","Green infrastructure","Industrial","Local foods","Local jobs","Mental health","Noise","Nutrients","Physical health","Property value","Residential","Salmon","Sediment","Social cohesion","Source control","Toxics","Transportation","Urban heat island","Walkability","Water quality","Water temperature","LandUse","Solution"
"Residential->Nutrients","Sims_Mod_6",0,0.118,0,0.066,0.124,0,0.122,0,0,0,0,0.11,0,0.112,0,-1,0.106,0,0,0.106,0.062,0.116,0,0.056,0,0,0,0.134,0,"Residential","gray"
"Residential->Sediment","Sims_Mod_7",0,0.072,0,0.092,0.11,0,0.082,0,0,0,0,0.08,0,0.084,0,0,0.082,0,0,0.084,-0.512,0.102,0,0.074,0,0,0,0.114,0,"Residential","gray"
"Residential->Bacteria","Sims_Mod_8",0,0.142,0,-0.948,0.13,0,0.154,0,0,0,0,0.156,0,0.154,0,0,0.15,0,0,0.12,0.044,0.164,0,0.052,0,0,0,0.132,0,"Residential","gray"
"Industrial->Sediment","Sims_Mod_9",0,-0.018,0,0.106,-0.00799999999999999,0,-0.004,0,0,0,0,-0.022,0,-0.014,0,0,-0.016,0,0,-0.024,0.038,-0.012,0,0.034,0,0,0,-0.034,0,"Residential","gray"
"Industrial->Flooding","Sims_Mod_10",0,-0.014,0,0.04,-0.022,0,-0.02,0,0,0,0,-0.022,0,-0.03,0,0,-0.03,0,0,-0.04,0.074,-0.028,0,0.06,0,0,0,-0.018,0,"Residential","gray"
"Flooding->Bacteria","Sims_Mod_11",0,-0.194,0,1.052,-0.192,0,-0.198,0,0,0,0,-0.216,0,-0.204,0,0,-0.21,0,0,-0.192,0.084,-0.192,0,0.088,0,-0.001,0,-0.226,-0.001,"Residential","gray"
"Flooding-*Salmon","Sims_Mod_12",0,0.00599999999999999,0,0.004,0.004,0,0.002,0,0,0,0,0.004,0,0,0,0,-0.004,0,0,-0.028,0.01,0.012,0,0.02,0,0,0,0.046,0,"Residential","gray"
"Water quality->Salmon","Sims_Mod_13",0,-0.032,0,0.1,-0.022,0,-0.02,0,0,0,0,-0.024,0,-0.024,0,0,-0.028,0,0,0.018,0.11,-0.012,0,0.12,0,0,0,-0.042,0,"Residential","gray"
"Air quality->Physical health","Sims_Mod_14",0,-0.02,0,0.082,-0.02,0,-0.016,0,0,0,0,-0.034,0,-0.022,0,0,-0.028,0,0,-0.036,0.05,-0.01,0,0.02,0,0,0,-0.058,0,"Residential","gray"
"Urban heat island-*Physical health","Sims_Mod_15",0,-0.03,0,0.036,-0.026,0,-0.022,0,0,0,0,-0.036,0,-0.034,0,0,-0.032,0,0,-0.042,0.098,-0.036,0,0.058,0,0,0,-0.044,0,"Residential","gray"
"Nutrients-*Water quality","Sims_Mod_16",0,0.132,0,-0.002,0.154,0,0.142,0,0,0,0,0.142,0,0.134,0,0,0.138,0,0,0.136,0.076,0.16,0,0.044,0,0,0,0.154,0,"Residential","gray"
"Flooding->Sediment","Sims_Mod_17",0,-0.098,0,0.054,-0.118,0,-0.098,0,0,0,0,-0.116,0,-0.106,0,0,-0.106,0,0,-0.112,0.498,-0.11,0,0.034,0,0,0,-0.17,0.001,"Residential","gray"
"Sediment-*Water quality","Sims_Mod_18",0,-0.16,0,0.026,-0.164,0,-0.146,0,0,0,0,-0.164,0,-0.152,0,0,-0.148,0,0,-0.15,0.028,-0.148,0,0.024,0,0,0,-0.276,0,"Residential","gray"
"Mental health->Physical health","Sims_Mod_19",0,-0.04,0,0.06,-0.042,0,-0.016,0,0,0,0,-0.05,0,-0.034,0,0,-0.038,0,0,-0.048,0.062,-0.044,0,0.038,0,0,0,-0.066,0,"Residential","gray"
"Water quality->Physical health","Sims_Mod_20",0,-0.018,0,0.058,-0.044,0,-0.01,0,0,0,0,-0.048,0,-0.02,0,0,-0.016,0,0,-0.046,0.066,-0.022,0,0.042,0,0,0,-0.042,0,"Residential","gray"
"Social cohesion->Mental health","Sims_Mod_21",0,-0.028,0,0.058,-0.024,0,-0.022,0,0,0,0,-0.032,0,-0.04,0,0,-0.04,0,0,-0.038,0.04,-0.014,0,0.022,0,0,0,-0.052,0,"Residential","gray"
"Toxics-*Physical health","Sims_Mod_22",0,-0.048,0,0.018,-0.048,0,-0.036,0,0,0,0,-0.056,0,-0.044,0,0,-0.048,0,0,-0.066,0.01,-0.036,0,0.038,0,0,0,-0.082,0,"Residential","gray"
"Biodiversity->Salmon","Sims_Mod_23",0,0.01,0,0.046,0.002,0,0.02,0,0,0,0,0,0,0.00799999999999998,0,0,0.00799999999999998,0,0,0.022,0.034,0.016,0,0.044,0,0,0,-0.028,0,"Residential","gray"
"Urban heat island-*Biodiversity","Sims_Mod_24",0,-0.028,0,0.026,-0.038,0,-0.03,0,0,0,0,-0.058,0,-0.036,0,0,-0.038,0,0,-0.056,0.09,-0.026,0,0.06,0,0,0,-0.048,0,"Residential","gray"
"Bacteria-*Physical health","Sims_Mod_25",0,-0.03,0,0.068,-0.054,0,-0.048,0,0,0,0,-0.058,0,-0.054,0,0,-0.06,0,0,-0.058,0.072,-0.032,0,0.048,0,0,0,-0.066,0,"Residential","gray"
"Air quality->Social cohesion","Sims_Mod_26",0,-0.056,0,0.06,-0.052,0,-0.066,0,0,0,0,-0.074,0,-0.078,0,0,-0.08,0,0,-0.076,0.076,-0.092,0,0.08,0,0,0,-0.098,0,"Residential","gray"
"Access to nature->Social cohesion","Sims_Mod_27",0,-0.04,0,0.078,-0.034,0,-0.032,0,0,0,0,-0.048,0,-0.03,0,0,-0.036,0,0,-0.05,0.074,-0.024,0,0.044,0,0,0,-0.056,0,"Residential","gray"
"Transportation->Noise","Sims_Mod_28",0,-0.04,0,0.06,-0.034,0,-0.042,0,0,0,0,-0.05,0,-0.048,0,0,-0.06,0,0,-0.048,0.098,-0.05,0,0.05,0,0,0,-0.062,0,"Residential","gray"
"Water quality->Biodiversity","Sims_Mod_29",0,-0.048,0,0.092,-0.044,0,-0.032,0,0,0,0,-0.076,0,-0.044,0,0,-0.05,0,0,-0.068,0.054,-0.026,0,0.05,0,0,0,-0.08,0,"Residential","gray"
"Noise-*Biodiversity","Sims_Mod_30",0,-0.02,0,0.00199999999999999,-0.018,0,-0.016,0,0,0,0,-0.026,0,-0.026,0,0,-0.03,0,0,-0.034,-0.014,-0.014,0,0.034,0,0,0,-0.038,0,"Residential","gray"
"Salmon->Physical health","Sims_Mod_31",0,-0.05,0,0.032,-0.032,0,-0.05,0,0,0,0,-0.044,0,-0.058,0,0,-0.058,0,0,-0.04,0.056,-0.048,0,0.054,0,0,0,-0.062,0,"Residential","gray"
"Climate mitigation->Salmon","Sims_Mod_32",0,-0.048,0,0.062,-0.046,0,-0.046,0,0,0,0,-0.046,0,-0.058,0,0,-0.062,0,0,-0.062,0.078,-0.05,0,0.088,0,0,0,-0.078,0,"Residential","gray"
"Climate mitigation-*Water temperature","Sims_Mod_33",0,0.03,0,0.054,0.032,0,0.034,0,0,0,0,0.02,0,0.028,0,0,0.024,0,0,0.012,0.064,0.036,0,0.01,0,0,0,0.012,0,"Residential","gray"
"Climate mitigation->Biodiversity","Sims_Mod_34",0,-0.014,0,0.048,-0.03,0,-0.02,0,0,0,0,-0.036,0,-0.028,0,0,-0.028,0,0,-0.044,0.068,-0.032,0,0.05,0,0,0,-0.044,-0.001,"Residential","gray"
"Access to nature->Physical health","Sims_Mod_35",0,-0.082,0,0.05,-0.088,0,-0.076,0,0,0,0,-0.094,0,-0.084,0,0,-0.09,0,0,-0.088,0.06,-0.092,0,0.066,0,0,0,-0.08,-0.001,"Residential","gray"
"Flooding-*Air quality","Sims_Mod_36",0,0.024,-1,0.08,0.034,0,0.00999999999999998,0,0,0,0,0.022,0,0.00599999999999998,0,0,0.00599999999999998,0,0,0.016,0.03,0.004,0,0.004,0,0,0,0.00600000000000001,0,"Residential","gray"
"Industrial->Noise","Sims_Mod_37",0,-0.076,0,0.1,-0.072,0,-0.072,0,0,0,0,-0.088,0,-0.086,0,0,-0.088,0,0,-0.09,0.086,-0.078,0,0.046,0,0,0,-0.094,0,"Residential","gray"
"Transportation-*Air quality","Sims_Mod_38",0,-0.046,0,0.036,-0.052,0,-0.038,0,0,0,0,-0.056,0,-0.052,0,0,-0.052,0,0,-0.054,0.078,-0.044,0,0.022,0,0,0,-0.05,0,"Residential","gray"
"Economic wellbeing->Physical health","Sims_Mod_39",0,-0.048,0,0.07,-0.036,0,-0.056,0,0,0,0,-0.056,0,-0.06,0,0,-0.064,0,0,-0.076,0.046,-0.042,0,0.074,0,0,0,-0.07,0,"Residential","gray"
"Affordability->Economic wellbeing","Sims_Mod_40",0,-0.004,0,0.05,-0.022,0,-0.004,0,0,0,0,-0.036,0,-0.02,0,0,-0.028,0,0,-0.034,0.072,-0.032,0,0.01,0,0,0,-0.074,0,"Residential","gray"
"Access to nature-*Affordability","Sims_Mod_41",0,-0.05,0,0.092,-0.062,0,-0.05,0,0,0,0,-0.07,0,-0.058,0,0,-0.064,0,0,-0.078,0.074,-0.032,0,0.058,0,0,0,-0.094,0,"Residential","gray"
"Local foods->Social cohesion","Sims_Mod_42",0,0.016,0,0.032,0.00800000000000001,0,0.028,0,0,0,0,-0.00799999999999999,0,0.022,0,0,0.02,0,0,-0.01,0.024,0.198,0,-0.027,0,0,0,-0.046,0,"Residential","gray"
"Salmon->Local foods","Sims_Mod_43",0,0.01,0,0.058,0.004,0,0.018,0,0,0,0,-0.02,0,0.022,0,0,0.014,0,0,-0.00600000000000001,0.00800000000000001,0.014,0,0.00199999999999999,0,0,0,0.004,0,"Residential","gray"
"Water quality->Local foods","Sims_Mod_44",0,-0.026,0,0.096,-0.022,0,-0.024,0,0,0,0,-0.034,0,-0.028,0,0,-0.034,0,0,-0.048,0.09,-0.03,0,0.042,0,0,0,-0.052,0,"Residential","gray"
"Toxics-*Water quality","Sims_Mod_45",0,-0.048,0,0.148,-0.044,0,-0.044,0,0,0,0,-0.058,0,-0.046,0,0,-0.052,0,0,-0.06,0.028,-0.056,0,0.04,0,0,0,-0.064,0,"Residential","gray"
"Local foods->Physical health","Sims_Mod_46",0,-0.04,0,0.092,-0.066,0,-0.03,0,0,0,0,-0.064,0,-0.044,0,0,-0.04,0,0,-0.076,0.09,-0.054,0,0.087,0,0,0,-0.074,0,"Residential","gray"
"Water quality->Social cohesion","Sims_Mod_47",0,-0.024,0,0.078,-0.02,0,-0.014,0,0,0,0,-0.028,0,-0.016,0,0,-0.022,0,0,-0.032,0.078,0.014,0,0.054,0,0,0,-0.06,0,"Residential","gray"
"Local jobs->Economic wellbeing","Sims_Mod_48",0,-0.022,0,0.062,-0.034,0,-0.036,0,0,0,0,-0.042,0,-0.038,0,0,-0.048,0,0,-0.042,0.05,-0.032,0,0.052,0,-0.001,0,-0.058,-0.001,"Residential","gray"
"Walkability->Climate mitigation","Sims_Mod_49",0,-0.032,0,0.036,-0.032,0,-0.034,0,0,0,0,-0.038,0,-0.034,0,0,-0.038,0,0,-0.042,0.06,-0.022,0,0.068,0,0,0,-0.06,0,"Residential","gray"
"Walkability->Affordability","Sims_Mod_50",0,0.012,0,0.016,-0.012,0,0.014,0,0,0,0,-0.02,0,0.00399999999999998,0,0,0,0,0,-0.02,0.05,0.00600000000000001,0,0.076,0,0,0,-0.024,0,"Residential","gray"
"Access to nature->Walkability","Sims_Mod_51",0,-0.046,0,0.018,-0.03,0,-0.02,0,0,0,0,-0.038,0,-0.03,0,0,-0.04,0,0,-0.052,0.062,-0.026,0,0.01,0,0,0,-0.048,0,"Residential","gray"
"Walkability->Social cohesion","Sims_Mod_52",0,0.00799999999999999,0,0.042,0.022,0,0.016,0,0,0,0,-0.00399999999999999,0,0.012,0,0,0.012,0,0,0,0.072,0.012,0,0.058,0,0,0,-0.02,0,"Residential","gray"
"Walkability->Air quality","Sims_Mod_53",0,0.014,0,0.06,0.012,0,0.00999999999999998,0,0,0,0,-0.024,0,0,0,0,0.00199999999999997,0,0,-0.014,0.06,-0.00800000000000001,0,0.00199999999999999,0,0,0,-0.03,0,"Residential","gray"
"Walkability-*Noise","Sims_Mod_54",0,-0.052,-0.001,0.082,-0.04,0,-0.04,0,0,0,0,-0.058,0,-0.056,0,0,-0.06,0,0,-0.048,0.118,-0.058,0,0.072,0,0,0,-0.074,0,"Residential","gray"
"Industrial->Water temperature","Sims_Mod_55",0,0.00599999999999999,0,-0.028,0.016,0,0.016,0,0,0,0,-0.00199999999999999,0,0.00799999999999998,0,0,0.00199999999999997,0,0,0.002,0.076,0.01,0,0.09,0,0,0,0.00800000000000001,0,"Residential","gray"
"Toxics-*Biodiversity","Sims_Mod_56",0,0.016,0,-0.05,0.014,0,0.022,0,0,0,0,0.012,0,0.014,0,0,0.00599999999999998,0,0,-0.002,0.046,0.01,0,-0.034,0,0,0,-0.004,0,"Residential","gray"
"Noise-*Physical health","Sims_Mod_57",0,-0.066,0,0.07,-0.024,0,-0.054,0,0,0,0,-0.054,0,-0.062,0,0,-0.062,0,0,-0.05,0.062,-0.042,0,0.068,0,0,0,-0.042,0,"Residential","gray"
"Access to nature->Mental health","Sims_Mod_58",0,0.012,0,0.028,0,0,0.026,0,0,0,0,0.00600000000000001,0,0.02,0,0,0.018,0,0,-0.002,0.034,0.016,0,0.046,0,0,0,-0.004,0,"Residential","gray"
"Local foods->Affordability","Sims_Mod_59",0,-0.06,0,0.094,-0.014,0,-0.012,0,0,0,0,-0.034,0,-0.034,0,0,-0.036,0,0,-0.022,0.078,-0.03,0,0.056,0,0.001,0,-0.038,0,"Residential","gray"
"Water temperature-*Water quality","Sims_Mod_60",0,-0.00600000000000001,0,0.056,-0.026,0,-0.00600000000000001,0,0,0,0,-0.032,0,-0.014,0,0,-0.018,0,0,-0.028,0.014,-0.018,0,0.07,0,0,0,-0.044,0,"Residential","gray"
"Bacteria-*Water quality","Sims_Mod_61",0,0.018,0,0.042,0.02,0,0.024,0,0,0,0,0.002,0,0.018,0,0,0.00799999999999998,0,0,0.012,0.048,0.022,0,0.052,0,0,0,0.012,0,"Residential","gray"
"Bacteria-*Local foods","Sims_Mod_62",0,-0.06,0,0.062,-0.064,0,-0.052,0,0,0,0,-0.072,0,-0.054,0,0,-0.056,0,0,-0.076,0.086,-0.06,0,0.044,0,0,0,-0.07,0,"Residential","gray"
"Walkability->Physical health","Sims_Mod_63",0,-0.022,0,0.048,-0.016,0,-0.014,0,0,0,0,-0.034,0,-0.02,0,0,-0.026,0,0,-0.044,0.066,-0.012,0,-0.016,0,0,0,-0.036,0,"Residential","gray"
"Flooding-*Property value","Sims_Mod_64",0,-0.012,0,0.046,-0.014,0,-0.024,0,0,0,0,-0.026,0,-0.026,0,0,-0.028,0,0,-0.034,0.036,-0.036,0,0.02,0,0,0,-0.042,0,"Residential","gray"
"Property value-*Affordability","Sims_Mod_65",0,0.028,0,0.032,-0.02,0,0.00799999999999998,0,0,0,0,-0.026,0,-0.002,0,0,-0.01,0,0,-0.016,0.056,-0.02,0,0.074,0,0,0,-0.022,0,"Residential","gray"
"Noise-*Property value","Sims_Mod_66",0,-0.00800000000000001,0,0.072,-0.002,0.001,-0.018,0,0,0,0,-0.022,0,-0.026,0,0,-0.028,0,0,-0.022,0.052,-0.022,0,0.018,0,-0.001,0,-0.016,-0.001,"Residential","gray"
"Access to nature->Property value","Sims_Mod_67",0,0.022,0,0.02,0.016,0,0.004,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0.00800000000000001,0.082,0.00800000000000001,0,0.064,0,0,0,-0.026,0,"Residential","gray"
"Industrial-*Property value","Sims_Mod_68",0,-0.056,0,0.04,-0.052,0,-0.064,0,0,0,0,-0.062,0,-0.068,0,0,-0.074,0,0,-0.078,0.11,-0.068,0,0.064,0,0,0,-0.052,0.001,"Residential","gray"
"Transportation->Property value","Sims_Mod_69",0,-0.028,0,0.056,-0.048,0.001,-0.03,0,0,0,0,-0.052,0,-0.042,-0.001,0,-0.044,0,0,-0.064,0.116,-0.034,0,0.07,0,-0.001,0,-0.074,-0.001,"Residential","gray"
"Walkability->Property value","Sims_Mod_70",0,-0.012,0,-0.00600000000000001,0.01,0,-0.00600000000000001,0,0,0,0,-0.00799999999999999,0,-0.002,0,0,-0.00800000000000001,0,0,-0.012,0.03,-0.022,0,0.018,0,0,0,-0.022,0,"Residential","gray"
"Property value->Economic wellbeing","Sims_Mod_71",0,-0.092,0,0.064,-0.058,0,-0.084,0,0,0,0,-0.058,0,-0.082,0,0,-0.084,0,0,-0.068,0.048,-0.044,0,0.034,0,0,0,-0.066,0,"Residential","gray"
"Local jobs->Property value","Sims_Mod_72",0,0.002,0,0.016,-0.012,0,-0.014,0,0,0,0,-0.00799999999999999,0,-0.012,0,0,-0.018,0,0,-0.024,0.082,0.004,0,0.074,0,0,0,-0.012,0.001,"Residential","gray"
"Gray infrastructure-*Flooding","Sims_Mod_73",0,-0.502,-1,1.052,-0.47,0,-0.5,1,0,0,0,-0.518,0,-0.516,0,0,-0.52,0,0,-0.514,0.548,-0.532,0,0.058,0,0,0,-0.542,0,"Residential","gray"
"Gray infrastructure-*Sediment","Sims_Mod_74",0,-0.164,0,0.058,-0.17,0,-0.156,0,0,0,0,-0.178,0,-0.162,-0.001,0,-0.16,0,0,-0.186,0.44,-0.156,0,0.078,0,0,0,-0.208,0,"Residential","gray"
"Gray infrastructure-*Toxics","Sims_Mod_75",0,-0.282,0,0.026,-0.312,0,-0.262,0,0,0,0,-0.292,0,-0.274,0,0,-0.276,0,0,-0.31,0.066,-0.254,0,1.044,0,0,0,-0.248,0,"Residential","gray"
"Green infrastructure-*Toxics","Sims_Mod_76",0,-0.03,0,0.038,-0.014,0,-0.032,0,0,0,0,-0.03,0,-0.038,0,0,-0.04,0,0,-0.03,0.054,-0.022,0,-0.016,0,0,0,-0.028,0,"Residential","gray"
"Green infrastructure->Access to nature","Sims_Mod_77",0,-0.044,0,0.122,-0.038,0.001,-0.03,0,0,0,0,-0.06,0,-0.036,0,0,-0.038,0,0,-0.064,0.078,-0.04,0,-0.004,0,0,0,-0.06,-0.001,"Residential","gray"
"Green infrastructure->Climate mitigation","Sims_Mod_78",0,-0.018,0,-0.026,-0.016,0,-0.02,0,0,0,0,-0.026,0,-0.03,0,0,-0.028,0,0,-0.028,0.038,-0.00800000000000001,0,0.05,0,0,0,-0.026,0,"Residential","gray"
"Green infrastructure-*Noise","Sims_Mod_79",0,-0.04,0,0.036,-0.018,0,-0.04,0,0,0,0,-0.05,0,-0.04,0,0,-0.04,0,0,-0.044,0.02,-0.02,0,0.072,0,0,0,-0.046,0,"Residential","gray"
"Gray infrastructure->Local jobs","Sims_Mod_80",0,0,0,0.018,0.004,0,-0.014,0,0,0,0,-0.00399999999999999,-1,-0.018,0,0,-0.024,0,0,-0.00600000000000001,0.074,-0.03,0,0.023,0,0,0,-0.032,0,"Residential","gray"
"Green infrastructure->Local jobs","Sims_Mod_81",0,0.022,0,0.044,0.02,0,0.03,0,0,0,0,0.01,0,0.024,0,0,0.018,0,0,0.00800000000000001,0.022,0.028,0,0.034,0,0,0,0.00600000000000001,0,"Residential","gray"
"Source control-*Toxics","Sims_Mod_82",0,0.00399999999999999,0,0.01,0.002,0,0.00999999999999998,0,0,0,0,-0.00399999999999999,0,0,0,0,-0.002,0,0,-0.01,0.058,-0.01,0,0.036,0,0,0,-0.004,0,"Residential","gray"
"Green infrastructure-*Flooding","Sims_Mod_83",0,-0.042,0,0.074,-0.066,0,-0.052,0,0,0,0,-0.072,0,-0.058,0,0,-0.058,0,0,-0.07,0.052,-0.052,0,0.028,0,0,0,-0.052,0,"Residential","gray"
"Green infrastructure->Air quality","Sims_Mod_84",0,-0.024,0,-0.016,-0.032,0,-0.022,0,0,0,0,-0.036,0,-0.022,0,0,-0.022,0,0,-0.04,0.01,-0.022,0,0.008,0,0,0,-0.036,0,"Residential","gray"
"Green infrastructure-*Urban heat island","Sims_Mod_85",0,-0.042,0,0.026,-0.024,0,-0.032,0,0,0,0,-0.04,0,-0.038,0,0,-0.034,0,0,-0.044,0.048,-0.018,0,0.038,0,0,0,-0.038,0.001,"Residential","gray"
"Toxics-*Salmon","Sims_Mod_86",0,-0.02,0,0.082,-0.012,0,-0.01,0,0,0,0,-0.028,0,-0.016,0,0,-0.024,0,0,-0.03,0.096,-0.02,0,0.072,0,0,0,-0.06,0,"Residential","gray"
"Noise-*Mental health","Sims_Mod_87",0,-0.03,0,0.078,-0.028,0,-0.024,0,0,0,0,-0.056,0,-0.034,0,0,-0.042,0,0,-0.034,0.014,-0.014,0,0.02,0,0,0,-0.04,0,"Residential","gray"
"Urban heat island->Water temperature","Sims_Mod_88",0,-0.02,0,0.062,-0.032,0,-0.018,0,0,0,0,-0.034,0,-0.03,0,0,-0.03,0,0,-0.044,0.078,-0.034,0,0.014,0,0,0,-0.052,0,"Residential","gray"
"Economic wellbeing->Mental health","Sims_Mod_89",0,-0.026,0,0.056,-0.04,0,-0.028,0,0,0,0,-0.038,0,-0.038,0,0,-0.042,0,0,-0.046,0.044,-0.028,0,0.06,0,0,0,-0.044,0,"Residential","gray"
"Biodiversity->Local foods","Sims_Mod_90",0,-0.022,0,0.064,-0.042,0,-0.014,0,0,0,0,-0.05,0,-0.026,0,0,-0.026,0,0,-0.06,0.048,0.01,0,0.016,0,0,0,-0.068,0,"Residential","gray"
"Local jobs->Social cohesion","Sims_Mod_91",0,-0.038,0,0.056,-0.052,0,-0.04,0,0,0,0,-0.05,0,-0.052,0,0,-0.046,0,0,-0.06,0.042,-0.076,0,0.118,0,0,0,-0.054,0,"Residential","gray"
"Access to nature->Local foods","Sims_Mod_92",0,-0.042,0,0.026,-0.04,0,-0.044,0,0,0,0,-0.05,0,-0.044,0,0,-0.048,0,0,-0.054,0.074,-0.022,0,0.096,0,0,0,-0.062,0,"Residential","gray"
"Local foods->Mental health","Sims_Mod_93",0,0.002,0,0.078,0.016,0,0.02,0,0,0,0,0,0,0.02,0,0,0.014,0,0,-0.004,0.062,0.002,0,0.008,0,0,0,-0.008,0,"Residential","gray"
"Noise-*Social cohesion","Sims_Mod_94",0,-0.04,0,0.064,-0.038,0,-0.034,0,0,0,0,-0.036,0,-0.042,0,0,-0.038,0,0,-0.056,0.05,-0.038,0,0.062,0,0,0,-0.054,0,"Residential","gray"
"Industrial-*Air quality","Sims_Mod_95",0,-0.066,0,0.096,-0.08,0,-0.066,0,0,0,0,-0.074,0,-0.068,0,0,-0.072,0,0,-0.092,0.096,-0.074,0,0.114,0,0,0,-0.09,-0.001,"Residential","gray"
"Industrial->Local jobs","Sims_Mod_96",0,-0.012,0,0.042,-0.02,0,-0.004,0,0,0,0,-0.016,0,-0.012,0,0,-0.016,0,0,-0.042,0.028,-0.012,0,0.048,0,0,0,-0.042,0,"Residential","gray"
"Climate mitigation-*Urban heat island","Sims_Mod_97",0,-0.018,0,0.068,-0.02,0,-0.018,0,0,0,0,-0.032,0,-0.028,0,0,-0.03,0,0,-0.03,0.06,-0.014,0,0.076,0,0,0,-0.044,0,"Residential","gray"
"Industrial->Urban heat island","Sims_Mod_98",0,-0.066,0,0.064,-0.058,0,-0.06,0,0,0,0,-0.078,0,-0.078,0,0,-0.074,0,0,-0.08,0.092,-0.07,0,0.086,0,0,0,-0.096,0,"Residential","gray"
"Transportation->Urban heat island","Sims_Mod_99",0,0.012,0,0.058,0.01,0,0.012,0,0,0,0,0.004,0,0,0,0,-0.00600000000000001,0,0,0,0.034,0.014,0,-0.032,0,0,0,-0.014,0,"Residential","gray"
"Green infrastructure-*Sediment","Sims_Mod_100",0,0.00599999999999999,0,0.026,0.02,0,0.00599999999999998,0,0,0,0,0.002,0,-0.002,0,0,0,0,0,0.00800000000000001,0.06,-0.00600000000000001,0,0.058,0,0,0,-0.018,0,"Residential","gray"
"Physical health->Mental health","Sims_Mod_101",0,-0.024,0,0.052,-0.034,0,-0.022,0,0,0,0,-0.036,0,-0.028,0.001,0,-0.034,0,0,-0.052,0.04,-0.03,0,0.082,0,0.001,0,-0.038,0.001,"Residential","gray"
"Salmon->Biodiversity","Sims_Mod_102",0,-0.034,0,-0.034,-0.036,0,-0.004,0,0,0,0,-0.014,0,-0.018,0,0,-0.02,0,0,-0.03,0.014,-0.002,0,0.032,0,0,0,-0.044,0,"Residential","gray"
"Physical health->Economic wellbeing","Sims_Mod_103",0,-0.04,0,0.114,-0.048,0,-0.024,0,0,0,0,-0.062,0,-0.05,0,0,-0.052,0,0,-0.054,0.054,-0.044,0,0.11,0,0,0,-0.072,0,"Residential","gray"
"Economic wellbeing->Affordability","Sims_Mod_104",0,-0.158,0,0.092,-0.038,0,-0.048,0,0,0,0,-0.042,0,-0.05,0,0,-0.054,0,0,-0.048,0.044,-0.028,0,0.064,0,0,0,-0.06,0,"Residential","gray"
"Mental health->Economic wellbeing","Sims_Mod_105",0,0.002,0,0.018,0.018,0,0.042,0,0,0,0,0.016,0,0.022,0,0,0.018,0,0,0.016,-0.00600000000000001,0.028,0,0.02,0,0,0,0.00800000000000001,0,"Residential","gray"
"Full","Sims_Mod_full",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Residential","gray"
"Residential->Toxics","Sims_Mod_1",0,0.168,0,-0.018,0.166,0,0.168,0,0,0,0,0.162,0,0.156,0,0,0.16,0,0,0.174,-0.038,0.132,0,-1.048,0,0,0,0.142,0,"Residential","green"
"Industrial->Toxics","Sims_Mod_2",0,0.026,0,0,0.036,0,0.046,0,0,0,0,0.026,0,0.042,0,0,0.04,0,0,0.036,-0.092,0.022,0,-0.024,0,0,0,0.036,0,"Residential","green"
"Transportation->Toxics","Sims_Mod_3",0,-0.004,0,0.014,0.022,0,0.02,0,0,0,0,0.016,0,0.004,0,0,0.00800000000000001,0,0,0.024,0.014,0.002,0,-0.104,0,0,0,-0.00800000000000001,0,"Residential","green"
"Transportation->Water temperature","Sims_Mod_4",0,0.044,0,0,0.04,0,0.044,0,0,0,0,0.05,0,0.036,0,0,0.04,0,0,0.056,-0.034,0.0299999999999999,0,-0.06,0,0,0,0.0639999999999999,0,"Residential","green"
"Transportation->Flooding","Sims_Mod_5",0,-0.028,0,0.026,-0.034,0,-0.024,0,0,0,0,-0.036,0,-0.038,0,0,-0.032,0,0,-0.036,0.012,-0.054,0,-0.008,0,0,0,-0.044,0,"Residential","green"
"Residential->Nutrients","Sims_Mod_6",0,0.116,0,0.006,0.112,0,0.118,0,0,0,0,0.12,0,0.108,0,-1,0.112,0,0,0.114,-0.012,0.098,0,-0.104,0,0,0,0.156,0,"Residential","green"
"Residential->Sediment","Sims_Mod_7",0,0.0700000000000001,0,0.036,0.092,0,0.086,0,0,0,0,0.08,0,0.08,0,0,0.082,0,0,0.08,-0.568,0.07,0,-0.06,0,0,0,0.094,0,"Residential","green"
"Residential->Bacteria","Sims_Mod_8",0,0.126,0,-0.992,0.108,0,0.134,0,0,0,0,0.124,0,0.126,0,0,0.128,0,0,0.114,-0.014,0.114,0,-0.038,0,0,0,0.132,0,"Residential","green"
"Industrial->Sediment","Sims_Mod_9",0,-0.028,0,0.04,-0.018,0,-0.024,0,0,0,0,-0.03,0,-0.034,0,0,-0.03,0,0,-0.018,-0.002,-0.04,0,-0.026,0,0,0,-0.00800000000000001,0,"Residential","green"
"Industrial->Flooding","Sims_Mod_10",0,-0.00600000000000001,0,0.054,0.00600000000000001,0,-0.002,0,0,0,0,-0.016,0,-0.014,0,0,-0.00800000000000001,0,0,-0.002,0.038,-0.032,0,-0.004,0,0,0,-0.048,0,"Residential","green"
