"Link","ModelName","Access to nature","Affordability","Air quality","Bacteria","Biodiversity","Climate mitigation","Economic wellbeing","Flooding","Gray infrastructure","Green infrastructure","Industrial","Local foods","Local jobs","Mental health","Noise","Nutrients","Physical health","Property value","Residential","Salmon","Sediment","Social cohesion","Source control","Toxics","Transportation","Urban heat island","Walkability","Water quality","Water temperature","LandUse","Solution"
"Transportation->Toxics","Sims_Mod_3",0,-0.09,-0.094,0.138,-0.11,0,-0.108,0.138,0,0,0,-0.098,0,-0.12,0,0,-0.116,-0.078,0,-0.106,0.082,-0.118,0,0.022,0,0,0,-0.096,0,"Industrial","gray"
"Transportation->Water temperature","Sims_Mod_4",0,-0.144,-0.054,0.104,-0.116,0,-0.148,0.104,0,0,0,-0.126,0,-0.15,0,0,-0.158,-0.028,0,-0.13,0.09,-0.128,0,0.038,0,0,0,-0.106,0,"Industrial","gray"
"Transportation->Flooding","Sims_Mod_5",0,-0.07,-0.026,0.044,-0.076,0,-0.076,0.044,0,0,0,-0.07,0,-0.08,0,0,-0.082,-0.054,0,-0.076,0.032,-0.058,0,-0.004,0,0,0,-0.068,0,"Industrial","gray"
"Residential->Nutrients","Sims_Mod_6",0,-0.102,-0.034,0.1,-0.07,0,-0.114,0.1,0,0,0,-0.08,0,-0.112,0,0,-0.114,-0.044,0,-0.076,0.064,-0.096,0,0.018,0,0,0,-0.074,0,"Industrial","gray"
"Residential->Sediment","Sims_Mod_7",0,-0.104,-0.08,0.121,-0.082,0,-0.09,0.12,0,0,0,-0.088,0,-0.092,0,0,-0.09,-0.054,0,-0.09,0.078,-0.072,0,0.038,0,0,0,-0.08,0,"Industrial","gray"
"Residential->Bacteria","Sims_Mod_8",0,-0.056,-0.084,0.066,-0.07,0,-0.06,0.066,0,0,0,-0.062,0,-0.064,0,0,-0.066,-0.078,0,-0.07,0.036,-0.062,0,0.018,0,0,0,-0.08,0,"Industrial","gray"
"Industrial->Sediment","Sims_Mod_9",0,-0.00600000000000001,-0.058,0.074,0.00800000000000001,0,0.002,0.074,0,0,0,-0.00399999999999998,0,-0.00999999999999998,0,0,-0.01,-0.056,0,-0.02,-0.376,0,0,0.02,0,0,0,0.016,0,"Industrial","gray"
"Industrial->Flooding","Sims_Mod_10",0,0.19,0.392,-0.92,0.196,0,0.188,-0.92,0,0,0,0.208,0,0.194,0,0,0.19,0.238,0,0.208,-0.404,0.212,0,0.04,0,0,0,0.22,0,"Industrial","gray"
"Flooding->Bacteria","Sims_Mod_11",0,-0.156,-0.042,0.08,-0.148,0,-0.16,0.086,0,0,0,-0.146,0,-0.168,0,0,-0.164,-0.076,0,-0.146,0.03,-0.156,0,0.048,0,0,0,-0.166,0,"Industrial","gray"
"Flooding-*Salmon","Sims_Mod_12",0,-0.048,0.004,0.048,-0.036,0,-0.068,0.048,0,0,0,-0.05,0,-0.064,0,0,-0.062,-0.08,0,-0.064,0.008,-0.048,0,-0.022,0,0,0,-0.028,0,"Industrial","gray"
"Water quality->Salmon","Sims_Mod_13",0,-0.068,-0.042,0.07,-0.096,0,-0.08,0.07,0,0,0,-0.068,0,-0.072,0,0,-0.078,-0.07,0,-0.056,0.05,-0.082,0,0.018,0,0,0,-0.078,0,"Industrial","gray"
"Air quality->Physical health","Sims_Mod_14",0,-0.096,-0.064,0.106,-0.072,0,-0.11,0.106,0,0,0,-0.096,0,-0.11,0,0,-0.11,-0.066,0,-0.092,0.064,-0.094,0,0.044,0,0,0,-0.102,0,"Industrial","gray"
"Urban heat island-*Physical health","Sims_Mod_15",0,-0.106,-0.046,0.1,-0.1,0,-0.114,0.1,0,0,0,-0.098,0,-0.114,0,0,-0.112,-0.048,0,-0.102,0.09,-0.104,0,0.008,0,0,0,-0.108,0,"Industrial","gray"
"Nutrients-*Water quality","Sims_Mod_16",0,-0.04,-0.054,0.072,-0.026,0,-0.05,0.072,0,0,0,-0.022,0,-0.05,0,0,-0.05,-0.07,0,-0.028,0.044,-0.028,0,-0.036,0,0,0,-0.022,0,"Industrial","gray"
"Flooding->Sediment","Sims_Mod_17",0,-0.132,-0.06,0.106,-0.122,0,-0.154,0.106,0,0,0,-0.128,0,-0.154,0,0,-0.154,-0.076,0,-0.136,0.054,-0.134,0,0.002,0,0,0,-0.09,0,"Industrial","gray"
"Sediment-*Water quality","Sims_Mod_18",0,-0.158,-0.058,0.078,-0.158,0,-0.162,0.078,0,0,0,-0.168,0,-0.162,0,0,-0.164,-0.084,0,-0.16,0.056,-0.146,0,0.02,0,0,0,-0.192,0,"Industrial","gray"
"Mental health->Physical health","Sims_Mod_19",0,-0.104,-0.08,0.104,-0.094,0,-0.106,0.104,0,0,0,-0.108,0,-0.108,0,0,-0.112,-0.046,0,-0.094,0.036,-0.1,0,0.014,0,0,0,-0.086,0,"Industrial","gray"
"Water quality->Physical health","Sims_Mod_20",0,-0.084,-0.04,0.066,-0.068,0,-0.094,0.066,0,0,0,-0.084,0,-0.092,0,0,-0.094,-0.068,0,-0.084,-0.006,-0.074,0,0.008,0,0,0,-0.088,0,"Industrial","gray"
"Social cohesion->Mental health","Sims_Mod_21",0,-0.044,-0.048,0.064,-0.038,0,-0.046,0.064,0,0,0,-0.042,0,-0.052,0,0,-0.052,-0.076,0,-0.044,0.022,-0.038,0,0,0,0,0,-0.04,0,"Industrial","gray"
"Toxics-*Physical health","Sims_Mod_22",0,-0.124,-0.076,0.062,-0.1,0,-0.128,0.062,0,0,0,-0.102,0,-0.132,0,0,-0.126,-0.03,0,-0.102,0.042,-0.116,0,0.03,0,0,0,-0.1,0,"Industrial","gray"
"Biodiversity->Salmon","Sims_Mod_23",0,-0.048,-0.056,0.094,-0.046,0,-0.054,0.094,0,0,0,-0.038,0,-0.056,0,0,-0.058,-0.094,0,0.01,0.028,-0.048,0,-0.028,0,0,0,-0.06,0,"Industrial","gray"
"Urban heat island-*Biodiversity","Sims_Mod_24",0,-0.086,-0.104,0.102,-0.076,0,-0.1,0.102,0,0,0,-0.088,0,-0.1,0,0,-0.094,-0.088,0,-0.086,0.064,-0.084,0,0.018,0,0,0,-0.122,0,"Industrial","gray"
"Bacteria-*Physical health","Sims_Mod_25",0,-0.132,-0.072,0.118,-0.122,0,-0.144,0.118,0,0,0,-0.132,0,-0.146,0,0,-0.15,-0.088,0,-0.136,0.09,-0.146,0,0.014,0,0,0,-0.15,0,"Industrial","gray"
"Air quality->Social cohesion","Sims_Mod_26",0,-0.07,-0.022,0.066,-0.076,0,-0.078,0.066,0,0,0,-0.072,0,-0.072,0,0,-0.072,-0.048,0,-0.072,0,-0.054,0,-0.022,0,0,0,-0.078,0,"Industrial","gray"
"Access to nature->Social cohesion","Sims_Mod_27",0,-0.084,-0.068,0.084,-0.072,0,-0.08,0.084,0,0,0,-0.076,0,-0.084,0,0,-0.078,-0.086,0,-0.078,0.056,-0.07,0,0.042,0,0,0,-0.06,0,"Industrial","gray"
"Transportation->Noise","Sims_Mod_28",0,-0.082,-0.058,0.081,-0.074,0,-0.082,0.08,0,0,0,-0.086,0,-0.084,0,0,-0.09,-0.084,0,-0.1,0.054,-0.08,0,0.02,0,0,0,-0.084,0,"Industrial","gray"
"Water quality->Biodiversity","Sims_Mod_29",0,-0.064,-0.068,0.098,-0.11,0,-0.058,0.098,0,0,0,-0.078,0,-0.06,0,0,-0.062,-0.08,0,-0.082,0.072,-0.048,0,0.006,0,0,0,-0.072,0,"Industrial","gray"
"Noise-*Biodiversity","Sims_Mod_30",0,-0.086,-0.05,0.116,-0.07,0,-0.092,0.116,0,0,0,-0.078,0,-0.1,0,0,-0.1,-0.076,0,-0.088,0.07,-0.1,0,0.056,0,0,0,-0.102,0,"Industrial","gray"
"Salmon->Physical health","Sims_Mod_31",0,-0.058,-0.004,0.048,-0.046,0,-0.072,0.048,0,0,0,-0.054,0,-0.074,0,0,-0.072,-0.038,0,-0.062,0.036,-0.05,0,0.016,0,0,0,-0.046,0,"Industrial","gray"
"Climate mitigation->Salmon","Sims_Mod_32",0,-0.112,-0.066,0.092,-0.096,0,-0.11,0.092,0,0,0,-0.098,0,-0.108,0,0,-0.106,-0.076,0,-0.104,0.096,-0.112,0,0.034,0,0,0,-0.092,0,"Industrial","gray"
"Climate mitigation-*Water temperature","Sims_Mod_33",0,-0.08,-0.03,0.08,-0.074,0,-0.098,0.08,0,0,0,-0.09,0,-0.106,0,0,-0.096,-0.106,0,-0.102,0.094,-0.092,0,0.006,0,0,0,-0.08,0,"Industrial","gray"
"Climate mitigation->Biodiversity","Sims_Mod_34",0,-0.098,-0.032,0.032,-0.09,0,-0.098,0.032,0,0,0,-0.098,0,-0.108,0,0,-0.11,-0.068,0,-0.106,0.04,-0.102,0,0.056,0,0,0,-0.112,0,"Industrial","gray"
"Access to nature->Physical health","Sims_Mod_35",0,-0.128,-0.096,0.1,-0.092,0,-0.13,0.1,0,0,0,-0.106,0,-0.134,0,0,-0.132,-0.066,0,-0.114,0.076,-0.13,0,0.032,0,0,0,-0.136,0,"Industrial","gray"
"Flooding-*Air quality","Sims_Mod_36",0,-0.062,-0.622,0.07,-0.056,0,-0.072,0.07,0,0,0,-0.042,0,-0.058,0,0,-0.07,-0.072,0,-0.054,-0.016,-0.064,0,0.012,0,0,0,-0.046,0,"Industrial","gray"
"Industrial->Noise","Sims_Mod_37",0,-0.044,-0.096,0.07,-0.028,0,-0.034,0.07,0,0,0,-0.044,0,-0.036,-1,0,-0.032,0.236,0,-0.044,0.042,-0.022,0,0.042,0,0,0,-0.114,0,"Industrial","gray"
"Transportation-*Air quality","Sims_Mod_38",0,-0.042,-0.03,0.074,-0.05,0,-0.048,0.074,0,0,0,-0.052,0,-0.048,0,0,-0.046,-0.052,0,-0.05,0.018,-0.048,0,-0.01,0,0,0,-0.054,0,"Industrial","gray"
"Economic wellbeing->Physical health","Sims_Mod_39",0,-0.114,-0.036,0.076,-0.094,0,-0.138,0.076,0,0,0,-0.104,0,-0.13,0,0,-0.136,-0.054,0,-0.1,0.054,-0.116,0,0.02,0,0,0,-0.1,0,"Industrial","gray"
"Affordability->Economic wellbeing","Sims_Mod_40",0,-0.088,-0.044,0.066,-0.076,0,-0.094,0.066,0,0,0,-0.088,0,-0.096,0,0,-0.096,-0.042,0,-0.086,0.046,-0.088,0,-0.006,0,0,0,-0.068,0,"Industrial","gray"
"Access to nature-*Affordability","Sims_Mod_41",0,-0.09,-0.07,0.052,-0.092,0,-0.096,0.052,0,0,0,-0.102,0,-0.096,0,0,-0.092,-0.052,0,-0.106,0.062,-0.076,0,0.002,0,0,0,-0.094,0,"Industrial","gray"
"Local foods->Social cohesion","Sims_Mod_42",0,-0.072,-0.062,0.086,-0.08,0,-0.088,0.086,0,0,0,-0.088,0,-0.09,0,0,-0.096,-0.042,0,-0.096,0.048,0.004,0,0.016,0,0,0,-0.082,0,"Industrial","gray"
"Salmon->Local foods","Sims_Mod_43",0,-0.054,-0.078,0.028,-0.088,0,-0.086,0.028,0,0,0,-0.094,0,-0.092,0,0,-0.088,-0.08,0,-0.114,0.044,-0.084,0,0.028,0,0,0,-0.082,0,"Industrial","gray"
"Water quality->Local foods","Sims_Mod_44",0,-0.084,-0.092,0.13,-0.076,0,-0.096,0.13,0,0,0,-0.09,0,-0.104,0,0,-0.104,-0.098,0,-0.084,0.098,-0.086,0,0.014,0,0,0,-0.094,0,"Industrial","gray"
"Toxics-*Water quality","Sims_Mod_45",0,-0.106,-0.018,0.044,-0.086,0,-0.102,0.044,0,0,0,-0.104,0,-0.106,0,0,-0.104,-0.014,0,-0.112,0.024,-0.088,0,0.016,0,0,0,-0.122,0,"Industrial","gray"
"Local foods->Physical health","Sims_Mod_46",0,-0.066,-0.056,0.07,-0.072,0,-0.066,0.07,0,0,0,-0.068,0,-0.076,0,0,-0.068,-0.05,0,-0.07,0.01,-0.054,0,0.022,0,-0.001,0,-0.042,0,"Industrial","gray"
"Water quality->Social cohesion","Sims_Mod_47",0,-0.05,-0.098,0.112,-0.066,0,-0.064,0.112,0,0,0,-0.064,0,-0.066,0,0,-0.062,-0.066,0,-0.066,0.088,-0.054,0,-0.004,0,0,0,-0.064,0,"Industrial","gray"
"Local jobs->Economic wellbeing","Sims_Mod_48",0,-0.106,-0.07,0.098,-0.092,0,-0.126,0.098,0,0,0,-0.09,0,-0.112,0,0,-0.116,-0.018,0,-0.1,0.092,-0.082,0,0.02,0,0,0,-0.094,0,"Industrial","gray"
"Walkability->Climate mitigation","Sims_Mod_49",0,-0.096,-0.1,0.076,-0.086,0,-0.098,0.076,0,0,0,-0.098,0,-0.094,0,0,-0.096,-0.096,0,-0.098,0.028,-0.098,0,-0.006,0,0,0,-0.108,0,"Industrial","gray"
"Walkability->Affordability","Sims_Mod_50",0,-0.124,-0.094,0.127,-0.116,0,-0.124,0.126,0,0,0,-0.124,0,-0.12,0,0,-0.12,-0.088,0,-0.132,0.072,-0.116,0,0.096,0,0,0,-0.12,0,"Industrial","gray"
"Access to nature->Walkability","Sims_Mod_51",0,-0.114,-0.056,0.072,-0.106,0,-0.112,0.072,0,0,0,-0.116,0,-0.11,0,0,-0.114,-0.054,0,-0.118,0.054,-0.102,0,0,0,0,0,-0.114,0,"Industrial","gray"
"Walkability->Social cohesion","Sims_Mod_52",0,-0.086,-0.04,0.09,-0.074,0,-0.086,0.09,0,0,0,-0.074,0,-0.084,0,0,-0.084,-0.036,0,-0.08,0.062,-0.07,0,-0.012,0,0,0,-0.07,0,"Industrial","gray"
"Walkability->Air quality","Sims_Mod_53",0,-0.068,-0.03,0.114,-0.072,0,-0.076,0.114,0,0,0,-0.064,0,-0.07,0,0,-0.068,-0.018,0,-0.076,0.024,-0.05,0,0.006,0,0,0,-0.078,0,"Industrial","gray"
"Walkability-*Noise","Sims_Mod_54",0,-0.122,-0.1,0.11,-0.116,0,-0.126,0.11,0,0,0,-0.128,0,-0.128,0,0,-0.13,-0.078,0,-0.122,0.056,-0.118,0,0.034,0,0,0,-0.134,0,"Industrial","gray"
"Industrial->Water temperature","Sims_Mod_55",0,-0.002,-0.00800000000000001,0.05,0.03,0,0.00600000000000001,0.05,0,0,0,0.014,0,0.004,0,0,0.00799999999999998,-0.00599999999999999,0,0.016,0.034,0.01,0,-0.028,0,0,0,0.024,0,"Industrial","gray"
"Toxics-*Biodiversity","Sims_Mod_56",0,-0.11,-0.042,0.06,-0.118,0,-0.112,0.06,0,0,0,-0.096,0,-0.106,0,0,-0.104,-0.068,0,-0.11,0.05,-0.084,0,0.006,0,0,0,-0.082,0,"Industrial","gray"
"Noise-*Physical health","Sims_Mod_57",0,-0.066,-0.018,0.116,-0.048,0,-0.082,0.116,0,0,0,-0.064,0,-0.074,0,0,-0.076,-0.042,0,-0.074,0.084,-0.072,0,0.034,0,0,0,-0.068,0,"Industrial","gray"
"Access to nature->Mental health","Sims_Mod_58",0,-0.076,-0.012,0.118,-0.06,0,-0.074,0.118,0,0,0,-0.064,0,-0.062,0,0,-0.062,-0.05,0,-0.058,0.036,-0.064,0,0.006,0,0,0,-0.046,0,"Industrial","gray"
"Local foods->Affordability","Sims_Mod_59",0,-0.052,-0.056,0.04,-0.048,0,-0.066,0.04,0,0,0,-0.074,0,-0.078,0,0,-0.076,-0.048,0,-0.066,-0.016,-0.08,0,0.032,0,0,0,-0.076,0,"Industrial","gray"
"Water temperature-*Water quality","Sims_Mod_60",0,0.044,-0.044,0.094,0.07,0,0.042,0.094,0,0,0,0.06,0,0.04,0,0,0.036,-0.054,0,0.064,0.052,0.07,0,0.036,0,0,0,0.162,0,"Industrial","gray"
"Bacteria-*Water quality","Sims_Mod_61",0,-0.162,-0.078,0.078,-0.154,0,-0.166,0.078,0,0,0,-0.156,0,-0.17,0,0,-0.168,-0.076,0,-0.148,0.092,-0.15,0,0.046,0,0,0,-0.158,0,"Industrial","gray"
"Bacteria-*Local foods","Sims_Mod_62",0,-0.038,-0.05,0.052,-0.014,0,-0.05,0.052,0,0,0,-0.026,0,-0.048,0,0,-0.042,-0.026,0,-0.014,0.008,-0.042,0,-0.06,0,0,0,-0.034,0,"Industrial","gray"
"Walkability->Physical health","Sims_Mod_63",0,-0.066,0.01,0.01,-0.062,0,-0.078,0.01,0,0,0,-0.07,0,-0.074,0,0,-0.072,-0.066,0,-0.078,-0.006,-0.066,0,0.008,0,0,0,-0.056,0,"Industrial","gray"
"Flooding-*Property value","Sims_Mod_64",0,-0.082,-0.058,0.122,-0.11,0,-0.098,0.122,0,0,0,-0.1,0,-0.094,0,0,-0.096,-0.1,0,-0.098,0.054,-0.084,0,0,0,0,0,-0.096,0,"Industrial","gray"
"Property value-*Affordability","Sims_Mod_65",0,-0.056,-0.07,0.059,-0.056,0,-0.076,0.058,0,0,0,-0.064,0,-0.072,0,0,-0.068,-0.084,0,-0.074,0.058,-0.06,0,0.024,0,0,0,-0.07,0,"Industrial","gray"
"Noise-*Property value","Sims_Mod_66",0,-0.09,-0.05,0.088,-0.09,0.001,-0.082,0.088,0,0,0,-0.1,0,-0.088,0,0,-0.088,0.258,0,-0.096,0.058,-0.084,0,0,0,0,0,-0.102,0,"Industrial","gray"
"Access to nature->Property value","Sims_Mod_67",0,-0.102,-0.092,0.166,-0.114,0,-0.106,0.166,0,0,0,-0.124,0,-0.11,0,0,-0.114,-0.068,0,-0.104,0.098,-0.104,0,0.044,0,0,0,-0.138,0,"Industrial","gray"
"Industrial-*Property value","Sims_Mod_68",0,-0.038,0.028,-0.002,-0.042,0,-0.034,-0.002,0,0,0,-0.038,0,-0.034,0,0,-0.036,0.178,0,-0.046,-0.004,-0.02,0,0.014,0,0,0,-0.012,0,"Industrial","gray"
"Transportation->Property value","Sims_Mod_69",0,-0.044,0.018,0.08,-0.03,0,-0.054,0.08,0,0,0,-0.042,0,-0.058,0,0,-0.058,-0.068,0,-0.042,0.034,-0.05,0,0.014,0,0,0,-0.032,0,"Industrial","gray"
"Walkability->Property value","Sims_Mod_70",0,-0.098,-0.072,0.098,-0.072,0,-0.1,0.098,0,0,0,-0.086,0,-0.102,0,0,-0.096,-0.112,0,-0.08,0.022,-0.1,0,0.012,0,0,0,-0.072,0,"Industrial","gray"
"Property value->Economic wellbeing","Sims_Mod_71",0,-0.128,-0.07,0.072,-0.082,0,-0.128,0.072,0,0,0,-0.086,0,-0.114,0,0,-0.116,-0.084,0,-0.086,0.008,-0.094,0,0.006,0,0,0,-0.07,0,"Industrial","gray"
"Local jobs->Property value","Sims_Mod_72",0,-0.02,0.01,0.052,-0.034,0,-0.06,0.052,0,0,0,-0.034,0,-0.056,0,0,-0.052,-0.692,0,-0.034,0.018,-0.042,0,-0.046,0,0,0,-0.046,0,"Industrial","gray"
"Gray infrastructure-*Flooding","Sims_Mod_73",0,-0.412,-0.622,1.08,-0.37,0,-0.41,1.08,0,0,0,-0.406,0,-0.42,0,0,-0.422,-0.378,0,-0.414,0.488,-0.414,0,0.044,0,0,0,-0.416,0,"Industrial","gray"
"Gray infrastructure-*Sediment","Sims_Mod_74",0,-0.152,-0.046,0.112,-0.146,0,-0.158,0.112,0,0,0,-0.148,0,-0.162,0,0,-0.16,-0.05,0,-0.152,0.436,-0.14,0,0.016,0,0,0,-0.164,0,"Industrial","gray"
"Gray infrastructure-*Toxics","Sims_Mod_75",0,-0.268,-0.072,0.096,-0.252,0,-0.246,0.096,0,0,0,-0.246,0,-0.244,0,0,-0.25,-0.02,0,-0.268,0.052,-0.238,0,1.014,0,0,0,-0.22,0,"Industrial","gray"
"Green infrastructure-*Toxics","Sims_Mod_76",0,-0.034,0,0.02,-0.022,0,-0.048,0.02,0,0,0,-0.024,0,-0.048,0,0,-0.05,-0.06,0,-0.036,0,-0.036,0,-0.008,0,0,0,-0.01,0,"Industrial","gray"
"Green infrastructure->Access to nature","Sims_Mod_77",0,-0.134,-0.062,0.094,-0.124,-0.001,-0.12,0.094,0,0,0,-0.12,0,-0.132,0,0,-0.132,-0.062,0,-0.128,0.082,-0.116,0,0.044,0,0,0,-0.138,0,"Industrial","gray"
"Green infrastructure->Climate mitigation","Sims_Mod_78",0,-0.044,-0.036,0.044,-0.056,0,-0.072,0.044,0,0,0,-0.06,0,-0.07,0,0,-0.068,-0.048,0,-0.064,0.012,-0.052,0,-0.004,0,0,0,-0.028,0,"Industrial","gray"
"Green infrastructure-*Noise","Sims_Mod_79",0,-0.12,-0.094,0.116,-0.112,0,-0.118,0.116,0,0,0,-0.12,0,-0.116,0,0,-0.12,-0.07,0,-0.132,0.036,-0.126,0,0.052,0,0,0,-0.104,0,"Industrial","gray"
"Gray infrastructure->Local jobs","Sims_Mod_80",0,-0.058,-0.05,0.09,-0.054,0,-0.082,0.09,0,0,0,-0.058,0,-0.082,0,0,-0.082,-0.292,0,-0.068,0.048,-0.072,0,0.02,0,0,0,-0.074,0,"Industrial","gray"
"Green infrastructure->Local jobs","Sims_Mod_81",0,-0.054,-0.064,0.1,-0.05,0,-0.07,0.1,0,0,0,-0.06,0,-0.07,0,0,-0.07,-0.112,0,-0.062,0.056,-0.084,0,0.09,0,0,0,-0.07,0,"Industrial","gray"
"Source control-*Toxics","Sims_Mod_82",0,-0.1,-0.054,0.132,-0.096,0,-0.106,0.132,0,0,0,-0.086,0,-0.106,0,0,-0.1,-0.088,0,-0.092,0.098,-0.082,0,0.028,0,0,0,-0.098,0,"Industrial","gray"
"Green infrastructure-*Flooding","Sims_Mod_83",0,-0.124,-0.066,0.126,-0.122,0,-0.128,0.126,0,0,0,-0.134,0,-0.126,0,0,-0.132,-0.092,0,-0.138,0.094,-0.134,0,0.072,0,0,0,-0.122,0,"Industrial","gray"
"Green infrastructure->Air quality","Sims_Mod_84",0,-0.13,-0.052,0.074,-0.11,0,-0.15,0.074,0,0,0,-0.114,0,-0.148,0,0,-0.154,-0.128,0,-0.116,0.086,-0.136,0,-0.016,0,0,0,-0.11,0,"Industrial","gray"
"Green infrastructure-*Urban heat island","Sims_Mod_85",0,-0.086,-0.076,0.132,-0.078,0.001,-0.088,0.132,0,0,0,-0.094,0,-0.094,0,0,-0.094,-0.08,0,-0.1,0.104,-0.092,0,-0.004,0,0,0,-0.112,0,"Industrial","gray"
"Toxics-*Salmon","Sims_Mod_86",0,-0.086,-0.06,0.075,-0.092,0,-0.088,0.074,0,0,0,-0.092,0,-0.092,0,0,-0.092,-0.03,0,-0.098,0.056,-0.062,0,0.026,0,0,0,-0.082,0,"Industrial","gray"
"Noise-*Mental health","Sims_Mod_87",0,-0.116,-0.058,0.126,-0.102,0,-0.104,0.126,0,0,0,-0.104,0,-0.11,0,0,-0.108,-0.09,0,-0.108,0.1,-0.098,0,0.06,0,0,0,-0.086,0,"Industrial","gray"
"Urban heat island->Water temperature","Sims_Mod_88",0,0.028,-0.068,0.106,0.038,0,0.018,0.106,0,0,0,0.026,0,0.00800000000000001,0,0,0.00799999999999998,-0.05,0,0.028,0.068,0.02,0,-0.046,0,0,0,0.062,0,"Industrial","gray"
"Economic wellbeing->Mental health","Sims_Mod_89",0,-0.09,-0.062,0.08,-0.104,0,-0.108,0.08,0,0,0,-0.096,0,-0.11,0,0,-0.102,-0.08,0,-0.1,0.07,-0.094,0,0.018,0,0,0,-0.098,0,"Industrial","gray"
"Biodiversity->Local foods","Sims_Mod_90",0,-0.062,-0.042,0.048,-0.078,0,-0.086,0.048,0,0,0,-0.074,0,-0.072,0,0,-0.074,-0.078,0,-0.102,0.022,-0.066,0,0.034,0,0,0,-0.088,0,"Industrial","gray"
"Local jobs->Social cohesion","Sims_Mod_91",0,-0.114,-0.062,0.082,-0.11,0,-0.122,0.082,0,0,0,-0.098,0,-0.124,0,0,-0.118,-0.074,0,-0.1,0.048,-0.148,0,0.026,0,0,0,-0.086,0,"Industrial","gray"
"Access to nature->Local foods","Sims_Mod_92",0,-0.114,-0.074,0.082,-0.118,0,-0.13,0.082,0,0,0,-0.114,0,-0.136,0,0,-0.136,-0.048,0,-0.114,0.066,-0.118,0,0.068,0,0,0,-0.118,0,"Industrial","gray"
"Local foods->Mental health","Sims_Mod_93",0,-0.05,-0.024,0.066,-0.054,0,-0.046,0.066,0,0,0,-0.042,0,-0.052,0,0,-0.056,-0.056,0,-0.046,0.034,-0.052,0,-0.042,0,0,0,-0.048,0,"Industrial","gray"
"Noise-*Social cohesion","Sims_Mod_94",0,-0.094,-0.068,0.114,-0.09,0,-0.104,0.114,0,0,0,-0.094,0,-0.1,0,0,-0.104,-0.066,0,-0.102,0.08,-0.074,0,0.014,0,0,0,-0.094,0,"Industrial","gray"
"Industrial-*Air quality","Sims_Mod_95",0,-0.09,0.366,0.092,-0.086,0,-0.09,0.092,0,0,0,-0.094,0,-0.09,0,0,-0.094,-0.022,0,-0.09,0.048,-0.08,0,-0.004,0,0,0,-0.102,0,"Industrial","gray"
"Industrial->Local jobs","Sims_Mod_96",0,-0.094,-0.06,0.092,-0.082,0,-0.118,0.092,0,0,0,-0.09,0,-0.12,0,0,-0.118,-0.364,0,-0.088,0.038,-0.116,0,-0.006,0,0,0,-0.096,0,"Industrial","gray"
"Climate mitigation-*Urban heat island","Sims_Mod_97",0,-0.114,-0.06,0.102,-0.09,0,-0.126,0.102,0,0,0,-0.106,0,-0.126,0,0,-0.13,-0.1,0,-0.122,0.058,-0.122,0,-0.018,0,0,0,-0.108,0,"Industrial","gray"
"Industrial->Urban heat island","Sims_Mod_98",0,0.028,-0.074,0.106,0.056,0,0.012,0.106,0,0,0,0.036,0,0.014,0,0,0.012,-0.088,0,0.028,0.058,0.036,0,0.038,0,-1,0,0.034,0,"Industrial","gray"
"Transportation->Urban heat island","Sims_Mod_99",0,-0.08,-0.02,0.056,-0.072,0,-0.084,0.056,0,0,0,-0.082,0,-0.086,0,0,-0.084,-0.02,0,-0.082,0.046,-0.082,0,0,0,0,0,-0.094,0,"Industrial","gray"
"Green infrastructure-*Sediment","Sims_Mod_100",0,-0.064,-0.012,0.078,-0.044,0,-0.058,0.078,0,0,0,-0.05,0,-0.064,0,0,-0.06,-0.094,0,-0.042,0.01,-0.056,0,-0.038,0,0,0,-0.058,0,"Industrial","gray"
"Physical health->Mental health","Sims_Mod_101",0,-0.054,-0.048,0.056,-0.048,0,-0.068,0.056,0,0,0,-0.062,0,-0.068,0,0,-0.064,0.002,0,-0.064,-0.004,-0.058,0,0.002,0,0,0,-0.06,0,"Industrial","gray"
"Salmon->Biodiversity","Sims_Mod_102",0,-0.096,-0.084,0.052,-0.132,0,-0.088,0.052,0,0,0,-0.096,0,-0.09,0,0,-0.094,-0.046,0,-0.1,0.034,-0.08,0,0.006,0,0,0,-0.062,0,"Industrial","gray"
"Physical health->Economic wellbeing","Sims_Mod_103",0,-0.088,-0.09,0.108,-0.11,0,-0.074,0.108,0,0,0,-0.12,0,-0.102,0,0,-0.102,-0.024,0,-0.116,0.056,-0.092,0,0.034,0,0,0,-0.134,0,"Industrial","gray"
"Economic wellbeing->Affordability","Sims_Mod_104",0,-0.078,-0.06,0.04,-0.068,0,-0.068,0.04,0,0,0,-0.054,0,-0.06,0,0,-0.058,-0.046,0,-0.064,0.00600000000000001,-0.058,0,0.01,0,0,0,-0.074,0,"Industrial","gray"
"Mental health->Economic wellbeing","Sims_Mod_105",0,-0.094,-0.046,0.098,-0.088,0,-0.092,0.098,0,0,0,-0.096,0,-0.098,0,0,-0.102,-0.064,0,-0.094,0.052,-0.098,0,0.058,0,0,0,-0.094,0,"Industrial","gray"
"Full","Sims_Mod_full",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Industrial","gray"
"Residential->Toxics","Sims_Mod_1",0,-0.002,-0.016,-0.034,-0.00600000000000001,0,-0.032,-0.034,0,0,0,-0.012,0,-0.03,0.016,0,-0.03,-0.004,0,-0.014,-0.016,-0.016,0,-0.07,0,0.02,0,0.02,0.032,"Industrial","green"
